summary_file,raw_file,exact_match_ratio,cosine_similarity,topic_overlap,key_phrase_overlap,semantic_similarity,readability_summary,readability_raw,sentence_length_summary,sentence_length_raw
blog_summary_44.txt,raw_text_44.txt,0.4423076923076923,0.4679961620858113,0.0,0.4423076923076923,0.9012475,16.3,9.6,31.8125,45.17371937639198
blog_summary_45.txt,raw_text_45.txt,0.5219298245614035,0.710885066501763,0.5,0.5219298245614035,0.8842416,14.7,10.4,22.545454545454547,21.678217821782177
blog_summary_46.txt,raw_text_46.txt,0.41545893719806765,0.5420538374450734,1.0,0.41545893719806765,0.90171474,17.8,9.2,31.571428571428573,32.184
blog_summary_47.txt,raw_text_47.txt,0.5,0.71580077218378,0.0,0.5,0.88185596,16.5,10.8,30.2,18.97019867549669
blog_summary_48.txt,raw_text_48.txt,0.5545851528384279,0.6602131429879714,0.5,0.5545851528384279,0.93060005,15.1,10.1,26.5,23.732348111658457
blog_summary_49.txt,raw_text_49.txt,0.5856573705179283,0.7786241108980936,0.5,0.5856573705179283,0.9150406,17.6,12.1,29.4375,24.72340425531915
blog_summary_5.txt,raw_text_5.txt,0.5492957746478874,0.7410393518673415,0.3333333333333333,0.5492957746478874,0.91163284,18.5,13.2,29.533333333333335,25.95762711864407
blog_summary_50.txt,raw_text_50.txt,0.6497695852534562,0.7317849313799755,1.0,0.6497695852534562,0.90111923,16.5,9.4,30.866666666666667,24.54707792207792
blog_summary_51.txt,raw_text_51.txt,0.5483870967741935,0.6290522069365075,0.0,0.5483870967741935,0.8838933,18.7,9.6,29.1875,22.264623955431755
blog_summary_52.txt,raw_text_52.txt,0.5657894736842105,0.684652033648455,0.5,0.5657894736842105,0.90482634,16.8,11.5,30.6,25.197007481296758
blog_summary_53.txt,raw_text_53.txt,0.5061224489795918,0.7480614061349542,0.0,0.5061224489795918,0.9335441,17.0,10.4,31.470588235294116,21.705263157894738
blog_summary_54.txt,raw_text_54.txt,0.5491803278688525,0.7389931124203946,1.0,0.5491803278688525,0.93137455,17.1,10.0,29.22222222222222,20.412451361867703
blog_summary_55.txt,raw_text_55.txt,0.4595744680851064,0.7860654887034162,0.0,0.4595744680851064,0.9404922,17.2,12.1,32.88235294117647,27.95098039215686
blog_summary_56.txt,raw_text_56.txt,0.6266666666666667,0.6264273175866628,0.5,0.6266666666666667,0.9049648,16.7,11.7,26.75,34.20933521923621
blog_summary_57.txt,raw_text_57.txt,0.5168539325842697,0.6971691705309033,0.5,0.5168539325842697,0.904742,17.8,11.5,33.38461538461539,31.876146788990827
blog_summary_58.txt,raw_text_58.txt,0.5675675675675675,0.7675446741115575,1.0,0.5675675675675675,0.9150284,17.5,11.3,25.529411764705884,22.608585858585858
blog_summary_59.txt,raw_text_59.txt,0.5650224215246636,0.7693009918426165,0.0,0.5650224215246636,0.92506963,18.2,11.2,35.083333333333336,23.334669338677354
blog_summary_6.txt,raw_text_6.txt,0.5982142857142857,0.736819589330582,0.5,0.5982142857142857,0.9135452,18.4,11.4,28.0,23.387024608501118
blog_summary_60.txt,raw_text_60.txt,0.46443514644351463,0.687690802608481,0.5,0.46443514644351463,0.9303696,19.3,13.1,32.86666666666667,24.75109170305677
blog_summary_61.txt,raw_text_61.txt,0.456,0.45521915948292113,0.0,0.456,0.928185,16.8,10.0,27.57894736842105,32.198782961460445
blog_summary_62.txt,raw_text_62.txt,0.5740740740740741,0.6082683111936067,0.6666666666666666,0.5740740740740741,0.85217714,18.0,9.4,27.0625,29.295938104448744
blog_summary_63.txt,raw_text_63.txt,0.5648148148148148,0.7167164747628488,0.5,0.5648148148148148,0.89998305,17.8,10.9,34.166666666666664,23.270588235294117
blog_summary_64.txt,raw_text_64.txt,0.6,0.7468617061400278,1.0,0.6,0.90145653,18.4,9.7,31.857142857142858,20.4515503875969
blog_summary_65.txt,raw_text_65.txt,0.5137254901960784,0.7105067605730719,0.5,0.5137254901960784,0.8971933,18.8,9.9,28.57894736842105,22.37116564417178
blog_summary_66.txt,raw_text_66.txt,0.5370370370370371,0.7433970849799408,0.6666666666666666,0.5370370370370371,0.877711,18.8,10.3,28.8,22.701639344262293
blog_summary_67.txt,raw_text_67.txt,0.5071090047393365,0.7388294444100774,0.0,0.5071090047393365,0.8851969,19.0,11.5,29.928571428571427,24.411167512690355
blog_summary_68.txt,raw_text_68.txt,0.6101694915254238,0.7515421837026622,0.3333333333333333,0.6101694915254238,0.88352585,18.7,11.5,33.214285714285715,27.56028368794326
blog_summary_69.txt,raw_text_69.txt,0.54337899543379,0.7948150684527615,0.3333333333333333,0.54337899543379,0.86126864,15.8,10.9,23.5,25.307692307692307
blog_summary_7.txt,raw_text_7.txt,0.5275229357798165,0.774925648309615,1.0,0.5275229357798165,0.8948164,17.6,17.4,30.6875,29.816831683168317
blog_summary_70.txt,raw_text_70.txt,0.5421686746987951,0.762935644639646,0.5,0.5421686746987951,0.8720005,17.6,8.9,33.3125,20.212653778558874
blog_summary_71.txt,raw_text_71.txt,0.5111111111111111,0.7262557512398177,0.5,0.5111111111111111,0.89571416,16.3,9.4,28.1875,27.65277777777778
blog_summary_72.txt,raw_text_72.txt,0.4263565891472868,0.7763652729432173,0.3333333333333333,0.4263565891472868,0.91696966,15.9,10.4,28.0,30.02112676056338
blog_summary_73.txt,raw_text_73.txt,0.5944700460829493,0.5466876676956817,0.0,0.5944700460829493,0.9029718,18.0,10.0,30.428571428571427,27.425
blog_summary_74.txt,raw_text_74.txt,0.5675675675675675,0.7829955243219702,0.5,0.5675675675675675,0.9104259,17.6,10.1,30.166666666666668,21.28175182481752
blog_summary_75.txt,raw_text_75.txt,0.5584415584415584,0.7755032384276679,0.6666666666666666,0.5584415584415584,0.8805724,16.4,14.5,29.133333333333333,24.1671826625387
blog_summary_76.txt,raw_text_76.txt,0.6382113821138211,0.8244155475402571,0.5,0.6382113821138211,0.959071,15.4,10.1,27.4,17.43687374749499
blog_summary_77.txt,raw_text_77.txt,0.5925925925925926,0.6759477310197931,0.0,0.5925925925925926,0.8991938,16.5,9.1,31.6,20.998500749625187
blog_summary_78.txt,raw_text_78.txt,0.6947791164658634,0.7486729995797734,0.5,0.6947791164658634,0.91011816,18.9,7.7,33.4,21.391376451077942
blog_summary_79.txt,raw_text_79.txt,0.6463414634146342,0.7822633187021327,1.0,0.6463414634146342,0.90206885,18.1,10.4,35.13333333333333,20.908827785817657
blog_summary_8.txt,raw_text_8.txt,0.596,0.7869685520914559,0.5,0.596,0.9031326,16.9,10.6,29.42105263157895,14.362273086029992
blog_summary_80.txt,raw_text_80.txt,0.38235294117647056,0.6845001555390453,1.0,0.38235294117647056,0.8506031,16.5,11.4,33.333333333333336,23.54022988505747
blog_summary_81.txt,raw_text_81.txt,0.5,0.7234185477673752,0.0,0.5,0.87523353,16.4,9.7,29.5625,36.08515815085158
blog_summary_82.txt,raw_text_82.txt,0.7681159420289855,0.7314654101908943,1.0,0.7681159420289855,0.9229726,15.3,11.8,25.647058823529413,21.04320666319625
blog_summary_83.txt,raw_text_83.txt,0.52,0.7716393516983228,1.0,0.52,0.90295386,16.4,11.5,29.466666666666665,21.817805383022776
blog_summary_84.txt,raw_text_84.txt,0.4423963133640553,0.7645872450167239,0.5,0.4423963133640553,0.8859871,16.7,10.9,27.0,18.910394265232974
blog_summary_85.txt,raw_text_85.txt,0.6296296296296297,0.7539457761415512,0.5,0.6296296296296297,0.9241586,16.6,11.2,30.5,25.160267111853088
blog_summary_86.txt,raw_text_86.txt,0.45021645021645024,0.7440189645144601,0.3333333333333333,0.45021645021645024,0.6383159,16.0,9.6,28.5,30.797131147540984
blog_summary_87.txt,raw_text_87.txt,0.5637065637065637,0.6773052740243675,0.0,0.5637065637065637,0.91253704,17.3,10.0,31.823529411764707,21.769331585845347
blog_summary_88.txt,raw_text_88.txt,0.5551020408163265,0.7958016917863033,1.0,0.5551020408163265,0.9019577,18.1,9.1,31.5625,17.7010101010101
blog_summary_89.txt,raw_text_89.txt,0.6133828996282528,0.7925741393282494,0.3333333333333333,0.6133828996282528,0.9149641,16.1,10.6,33.35294117647059,18.485342019543975
blog_summary_9.txt,raw_text_9.txt,0.6816143497757847,0.764607594591751,0.5,0.6816143497757847,0.9245709,17.4,11.6,28.533333333333335,29.992682926829268
blog_summary_90.txt,raw_text_90.txt,0.5682819383259912,0.726477359763759,0.0,0.5682819383259912,0.90598214,19.4,16.1,27.444444444444443,34.19078947368421
blog_summary_91.txt,raw_text_91.txt,0.5019455252918288,0.7071285172318157,0.0,0.5019455252918288,0.93257535,17.5,10.4,35.1875,20.813370473537603
blog_summary_92.txt,raw_text_92.txt,0.5110132158590308,0.7519500507794912,0.5,0.5110132158590308,0.8978981,16.2,11.4,28.764705882352942,19.867403314917127
blog_summary_93.txt,raw_text_93.txt,0.7420814479638009,0.8050040768334688,0.6666666666666666,0.7420814479638009,0.841039,18.1,13.6,32.125,25.925925925925927
blog_summary_94.txt,raw_text_94.txt,0.398989898989899,0.6286579911017522,1.0,0.398989898989899,0.84335935,14.2,10.7,25.555555555555557,20.591666666666665
blog_summary_95.txt,raw_text_95.txt,0.4818181818181818,0.80204687755037,0.5,0.4818181818181818,0.88139,14.3,10.3,28.944444444444443,20.197424892703864
blog_summary_96.txt,raw_text_96.txt,0.4009216589861751,0.6868443743283594,0.5,0.4009216589861751,0.88438535,16.6,9.6,30.5625,25.142857142857142
blog_summary_97.txt,raw_text_97.txt,0.5546558704453441,0.7589561377856727,0.5,0.5546558704453441,0.8924715,16.2,8.1,31.9375,25.6071964017991
blog_summary_98.txt,raw_text_98.txt,0.5439330543933054,0.741398243206703,0.0,0.5439330543933054,0.90276223,13.9,9.0,26.555555555555557,27.346534653465348
blog_summary_99.txt,raw_text_99.txt,0.5423728813559322,0.7434397687810665,0.5,0.5423728813559322,0.9175831,15.4,10.9,25.0,21.83206106870229
