summary_file,raw_file,exact_match_ratio,cosine_similarity,topic_overlap,key_phrase_overlap,semantic_similarity,readability_summary,readability_raw,sentence_length_summary,sentence_length_raw
GPT_4o_1.txt,GPT_4o_Raw_Text_1.txt,0.46567164179104475,0.853791657992572,0.6666666666666666,0.46567164179104475,0.9689158,14.7,16.5,22.8,21.189655172413794
GPT_4o_10.txt,GPT_4o_Raw_Text_10.txt,0.46319018404907975,0.7618128400893167,0.5,0.46319018404907975,0.9442393,14.4,13.0,25.903225806451612,28.81578947368421
GPT_4o_100.txt,GPT_4o_Raw_Text_100.txt,0.3358395989974937,0.7497455668508586,1.0,0.3358395989974937,0.95159435,15.3,11.0,24.076923076923077,22.19298245614035
GPT_4o_11.txt,GPT_4o_Raw_Text_11.txt,0.43142857142857144,0.7140942816413984,0.3333333333333333,0.43142857142857144,0.94902444,14.5,12.2,23.027027027027028,17.054054054054053
GPT_4o_12.txt,GPT_4o_Raw_Text_12.txt,0.4859550561797753,0.8175246048378086,0.0,0.4859550561797753,0.9700698,16.5,14.9,24.571428571428573,20.254901960784313
GPT_4o_13.txt,GPT_4o_Raw_Text_13.txt,0.4026315789473684,0.7988579778921285,0.0,0.4026315789473684,0.9525449,14.3,15.7,22.263157894736842,23.8
GPT_4o_14.txt,GPT_4o_Raw_Text_14.txt,0.4049586776859504,0.8578775597290929,1.0,0.4049586776859504,0.9691571,15.4,15.2,26.096774193548388,23.1
GPT_4o_15.txt,GPT_4o_Raw_Text_15.txt,0.4720670391061452,0.8335010556150366,0.5,0.4720670391061452,0.9701853,14.2,13.9,22.725,20.403225806451612
GPT_4o_16.txt,GPT_4o_Raw_Text_16.txt,0.43977591036414565,0.850479782205753,0.5,0.43977591036414565,0.9712124,17.1,14.0,26.966666666666665,19.3
GPT_4o_17.txt,GPT_4o_Raw_Text_17.txt,0.47368421052631576,0.7236555454321972,0.5,0.47368421052631576,0.9744279,13.8,16.2,23.78787878787879,25.5
GPT_4o_18.txt,GPT_4o_Raw_Text_18.txt,0.44038929440389296,0.7747460046214044,0.3333333333333333,0.44038929440389296,0.9781033,16.4,15.5,24.970588235294116,21.60377358490566
GPT_4o_19.txt,GPT_4o_Raw_Text_19.txt,0.4599406528189911,0.8100898457023393,0.5,0.4599406528189911,0.9760431,15.4,13.0,24.852941176470587,22.363636363636363
GPT_4o_2.txt,GPT_4o_Raw_Text_2.txt,0.3781094527363184,0.7084448793173561,0.0,0.3781094527363184,0.96209234,15.5,15.3,26.0625,22.591836734693878
GPT_4o_20.txt,GPT_4o_Raw_Text_20.txt,0.4293628808864266,0.7850983870028618,1.0,0.4293628808864266,0.9784633,16.7,16.2,23.685714285714287,23.434782608695652
GPT_4o_21.txt,GPT_4o_Raw_Text_21.txt,0.4009433962264151,0.8331834480606797,1.0,0.4009433962264151,0.9623338,15.3,15.5,25.10810810810811,22.2
GPT_4o_22.txt,GPT_4o_Raw_Text_22.txt,0.37593984962406013,0.8198145747117727,0.3333333333333333,0.37593984962406013,0.9410248,17.1,13.1,25.25,24.674418604651162
GPT_4o_23.txt,GPT_4o_Raw_Text_23.txt,0.46112600536193027,0.7603789615202653,0.5,0.46112600536193027,0.9716058,14.6,14.5,20.73170731707317,19.18918918918919
GPT_4o_24.txt,GPT_4o_Raw_Text_24.txt,0.444743935309973,0.8321462090149666,1.0,0.444743935309973,0.9760095,14.7,14.1,23.114285714285714,21.93877551020408
GPT_4o_25.txt,GPT_4o_Raw_Text_25.txt,0.34615384615384615,0.7768827435351526,0.5,0.34615384615384615,0.9624915,16.5,14.6,28.114285714285714,23.392156862745097
GPT_4o_26.txt,GPT_4o_Raw_Text_26.txt,0.45910290237467016,0.8548015309419394,0.5,0.45910290237467016,0.9795634,14.8,15.1,22.46153846153846,21.155555555555555
GPT_4o_27.txt,GPT_4o_Raw_Text_27.txt,0.42997542997543,0.7627289241295587,1.0,0.42997542997543,0.9639833,15.6,14.8,22.214285714285715,19.402985074626866
GPT_4o_28.txt,GPT_4o_Raw_Text_28.txt,0.4778761061946903,0.8258941904659285,1.0,0.4778761061946903,0.96984065,15.5,15.5,23.151515151515152,22.60377358490566
GPT_4o_29.txt,GPT_4o_Raw_Text_29.txt,0.40048543689320387,0.8128644968414587,0.5,0.40048543689320387,0.96001494,15.4,16.2,25.514285714285716,25.45
GPT_4o_3.txt,GPT_4o_Raw_Text_3.txt,0.5133333333333333,0.776145499982259,0.5,0.5133333333333333,0.9714653,13.1,12.8,21.40625,21.980392156862745
GPT_4o_30.txt,GPT_4o_Raw_Text_30.txt,0.4438040345821326,0.7777616953652302,0.5,0.4438040345821326,0.97237515,16.4,14.7,24.64516129032258,19.842105263157894
