file,readability_score,sentence_length_avg,lexical_diversity,sentiment_positive,sentiment_neutral,sentiment_negative,sentiment_compound
GPT_4o_59.txt,15.9,24.6,0.4448315911730546,0.111,0.872,0.017,0.9959
GPT_4o_6.txt,17.1,26.5625,0.45529411764705885,0.162,0.825,0.013,0.999
GPT_4o_60.txt,16.7,26.636363636363637,0.44368600682593856,0.184,0.775,0.041,0.999
GPT_4o_61.txt,14.3,22.386363636363637,0.4365482233502538,0.155,0.791,0.054,0.9979
GPT_4o_62.txt,17.5,27.655172413793103,0.4613466334164589,0.189,0.781,0.03,0.999
GPT_4o_63.txt,15.9,27.89189189189189,0.38275193798449614,0.143,0.851,0.006,0.9987
GPT_4o_64.txt,15.1,24.25,0.427262313860252,0.171,0.807,0.022,0.9991
GPT_4o_65.txt,16.9,26.454545454545453,0.4284077892325315,0.163,0.825,0.013,0.9977
GPT_4o_66.txt,15.1,24.176470588235293,0.45498783454987834,0.164,0.821,0.015,0.9989
GPT_4o_67.txt,15.2,22.928571428571427,0.42990654205607476,0.171,0.815,0.014,0.9993
GPT_4o_68.txt,17.1,26.88235294117647,0.43435448577680524,0.163,0.787,0.05,0.9985
GPT_4o_69.txt,15.4,24.5625,0.4618320610687023,0.172,0.807,0.021,0.9987
GPT_4o_7.txt,16.2,24.37142857142857,0.4372801875732708,0.155,0.839,0.006,0.9987
GPT_4o_70.txt,15.6,25.64516129032258,0.4666666666666667,0.184,0.791,0.024,0.9988
GPT_4o_71.txt,14.5,22.384615384615383,0.4261168384879725,0.159,0.821,0.02,0.9985
GPT_4o_72.txt,15.3,24.296296296296298,0.48323170731707316,0.177,0.805,0.018,0.9984
GPT_4o_73.txt,14.7,23.696969696969695,0.45524296675191817,0.193,0.774,0.032,0.9984
GPT_4o_74.txt,16.4,25.147058823529413,0.4409356725146199,0.207,0.78,0.013,0.9994
GPT_4o_75.txt,14.3,25.3,0.4031620553359684,0.143,0.853,0.003,0.9991
GPT_4o_76.txt,12.9,22.390243902439025,0.42592592592592593,0.22,0.75,0.03,0.9995
GPT_4o_77.txt,12.5,20.75,0.44687842278203727,0.184,0.813,0.003,0.9994
GPT_4o_78.txt,16.9,25.96969696969697,0.456242707117853,0.211,0.773,0.016,0.9992
GPT_4o_79.txt,15.4,25.16216216216216,0.43501611170784105,0.15,0.846,0.003,0.999
GPT_4o_8.txt,13.8,23.62162162162162,0.4302059496567506,0.178,0.817,0.005,0.9992
GPT_4o_80.txt,15.7,26.586206896551722,0.4345006485084306,0.094,0.902,0.004,0.9945
GPT_4o_81.txt,14.9,23.666666666666668,0.4413145539906103,0.158,0.818,0.023,0.9986
GPT_4o_82.txt,14.5,22.58974358974359,0.4177071509648127,0.203,0.789,0.008,0.9995
GPT_4o_83.txt,15.1,24.151515151515152,0.451693851944793,0.141,0.844,0.016,0.9981
GPT_4o_84.txt,15.7,24.416666666666668,0.42775881683731515,0.121,0.875,0.004,0.9963
GPT_4o_85.txt,16.9,26.3125,0.4346793349168646,0.122,0.86,0.018,0.9949
GPT_4o_86.txt,16.2,27.5625,0.43537414965986393,0.176,0.808,0.017,0.9991
GPT_4o_87.txt,14.2,24.76923076923077,0.41511387163561075,0.173,0.801,0.026,0.9987
GPT_4o_88.txt,14.8,23.05128205128205,0.4471635150166852,0.128,0.845,0.026,0.9965
GPT_4o_89.txt,13.9,24.333333333333332,0.4509132420091324,0.15,0.833,0.017,0.9985
GPT_4o_9.txt,15.1,24.473684210526315,0.443010752688172,0.184,0.793,0.023,0.9992
GPT_4o_90.txt,17.3,25.324324324324323,0.4023479188900747,0.182,0.788,0.03,0.9992
GPT_4o_91.txt,13.2,21.4,0.45794392523364486,0.112,0.88,0.008,0.997
GPT_4o_92.txt,15.3,24.5,0.4620991253644315,0.131,0.855,0.014,0.9959
GPT_4o_93.txt,15.4,24.43243243243243,0.41261061946902655,0.187,0.808,0.005,0.9994
GPT_4o_94.txt,13.2,22.02777777777778,0.41740226986128626,0.155,0.825,0.02,0.9984
GPT_4o_95.txt,13.6,22.225806451612904,0.432510885341074,0.117,0.871,0.012,0.996
GPT_4o_96.txt,14.2,20.441860465116278,0.3993174061433447,0.145,0.795,0.06,0.9953
GPT_4o_97.txt,13.6,25.17142857142857,0.4267877412031782,0.177,0.804,0.019,0.9993
GPT_4o_98.txt,13.2,22.404761904761905,0.4463336875664187,0.201,0.79,0.01,0.9995
GPT_4o_99.txt,15.8,23.846153846153847,0.44408602150537635,0.18,0.8,0.02,0.9993
